Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,INSDC_center_alias,create_date,version,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,Submitter_Id,common_name,Collection_Date,Strain,Isolation_source,specific_host,anonymized_name,COUNTRY,host_status,sub_species,supplier_name,ArrayExpress-SPECIES,Subject_ID,Scientific_Name,Collection_month,Collection_year,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),host_health_state,Isolate,PMID,Region,Tax_ID,Alias,ENA_checklist,SRA_accession,Title,Serovar,selection_source
ERR459968,WGS,GCA_000069185.1,200,392845200,PRJEB2779,SAMEA2259698,224226344,SC,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2014-03-18,2018-11-16,ERX426309,Wellcome Sanger Institute,2014-03-18T09:33:59Z,2017-03-30T17:07:44Z,public,Illumina HiSeq 2000,9027016,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259698,SVH893-sc-1771924,ERP001039,SC,2014-05-13T05:03:00Z,1,2014-03-18,"2016-10-21,2017-03-30",SAMEA2259698,SVH893-sc-1771924,,2000/2015,893,respiratory system,Homo sapiens,1771924,Ireland,Diseased,,SVH893,,,,,,,,,,,,,,,,,,not appicable,
ERR459969,WGS,GCA_000069185.1,200,352644000,PRJEB2779,SAMEA2259700,191388443,SC,public,"run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2014-03-18,2018-11-16,ERX426310,Wellcome Sanger Institute,2014-03-18T09:33:59Z,2017-03-08T09:16:54Z,public,Illumina HiSeq 2000,9027028,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259700,SVH895-sc-1771926,ERP001039,SC,2014-05-13T05:02:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259700,SVH895-sc-1771926,Mycobacterium abscessus subsp. abscessus,1900/2015,895,respiratory system,Homo sapiens,1771926,Ireland,Diseased,abscessus,SVH895,,,,,,,,,,,,,,,,,,,
ERR459970,WGS,GCA_000069185.1,200,405756400,PRJEB2779,SAMEA2259701,210759436,SC,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2014-03-18,2018-11-16,ERX426311,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2017-03-08T09:16:54Z,public,Illumina HiSeq 2000,9027040,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259701,SVH896-sc-1771927,ERP001039,SC,2014-05-13T03:03:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259701,SVH896-sc-1771927,Mycobacterium abscessus subsp. abscessus,1900/2015,896,respiratory system,Homo sapiens,1771927,Ireland,Diseased,abscessus,SVH896,,,,,,,,,,,,,,,,,,,
ERR459971,WGS,GCA_000069185.1,200,441535200,PRJEB2779,SAMEA2259703,231589883,SC,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2014-03-18,2018-11-16,ERX426312,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2017-03-08T09:16:54Z,public,Illumina HiSeq 2000,9027052,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259703,SVH898-sc-1771929,ERP001039,SC,2014-05-14T16:50:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259703,SVH898-sc-1771929,Mycobacterium abscessus subsp. abscessus,1900/2015,898,respiratory system,Homo sapiens,1771929,Ireland,Diseased,abscessus,SVH898,,,,,,,,,,,,,,,,,,,
ERR459972,WGS,GCA_000069185.1,200,465385800,PRJEB2779,SAMEA2259704,263545861,SC,public,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2014-03-18,2018-11-16,ERX426313,Wellcome Sanger Institute,2014-03-18T09:33:59Z,2017-03-08T09:16:54Z,public,Illumina HiSeq 2000,9027064,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259704,SVH899-sc-1771930,ERP001039,SC,2014-05-13T03:04:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259704,SVH899-sc-1771930,Mycobacterium abscessus subsp. massiliense,1900/2015,899,respiratory system,Homo sapiens,1771930,Ireland,Diseased,massiliense,SVH899,,,,,,,,,,,,,,,,,,,
ERR459973,WGS,GCA_000069185.1,200,420864200,PRJEB2779,SAMEA2259705,230690536,SC,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2014-03-18,2018-11-16,ERX426314,Wellcome Sanger Institute,2014-03-18T09:33:59Z,2017-03-08T09:16:54Z,public,Illumina HiSeq 2000,9026981,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259705,SVH900-sc-1771931,ERP001039,SC,2014-05-13T03:05:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259705,SVH900-sc-1771931,Mycobacterium abscessus subsp. abscessus,1900/2015,900,respiratory system,Homo sapiens,1771931,Ireland,Diseased,abscessus,SVH900,,,,,,,,,,,,,,,,,,,
ERR459974,WGS,GCA_000069185.1,200,421949800,PRJEB2779,SAMEA2259706,219737889,SC,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2014-03-18,2018-11-16,ERX426315,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2017-03-08T09:16:55Z,public,Illumina HiSeq 2000,9026993,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259706,SVH901-sc-1771932,ERP001039,SC,2014-05-13T14:22:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259706,SVH901-sc-1771932,Mycobacterium abscessus subsp. abscessus,1900/2015,901,respiratory system,Homo sapiens,1771932,Ireland,Diseased,abscessus,SVH901,,,,,,,,,,,,,,,,,,,
ERR459975,WGS,GCA_000069185.1,200,416005600,PRJEB2779,SAMEA2259708,296546417,SC,public,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2014-03-18,2018-11-16,ERX426316,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2018-03-09T10:31:55Z,public,Illumina HiSeq 2000,9027005,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259708,RVI903-sc-1771934,ERP001039,SC,2014-05-13T03:05:00Z,1,2014-03-18,2018-03-09,SAMEA2259708,RVI903-sc-1771934,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR459976,WGS,GCA_000069185.1,200,413752800,PRJEB2779,SAMEA2259709,227957732,SC,public,"sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2014-03-18,2018-11-16,ERX426317,Wellcome Sanger Institute,2014-03-18T09:33:59Z,2017-03-08T09:16:55Z,public,Illumina HiSeq 2000,9027017,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259709,RVI904-sc-1771935,ERP001039,SC,2014-05-13T14:23:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259709,RVI904-sc-1771935,Mycobacterium abscessus subsp. abscessus,2013,904,respiratory system,Homo sapiens,1771935,United Kingdom,Diseased,abscessus,RVI904,,,,,,,,,,,,,,,,,,,
ERR459977,WGS,GCA_000069185.1,200,475485800,PRJEB2779,SAMEA2259711,327789604,SC,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2014-03-18,2018-11-16,ERX426318,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2018-03-09T10:31:55Z,public,Illumina HiSeq 2000,9027029,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259711,RVI906-sc-1771937,ERP001039,SC,2014-05-14T16:51:00Z,1,2014-03-18,2018-03-09,SAMEA2259711,RVI906-sc-1771937,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR459978,WGS,GCA_000069185.1,200,438466600,PRJEB2779,SAMEA2259712,243040131,SC,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2014-03-18,2018-11-16,ERX426319,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2017-03-08T09:16:55Z,public,Illumina HiSeq 2000,9027041,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259712,BIR907-sc-1771938,ERP001039,SC,2014-05-14T16:50:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259712,BIR907-sc-1771938,Mycobacterium abscessus subsp. abscessus,2008,907,respiratory system,Homo sapiens,1771938,United Kingdom,Diseased,abscessus,BIR907,,,,,,,,,,,,,,,,,,,
ERR459979,WGS,GCA_000069185.1,200,465937200,PRJEB2779,SAMEA2259713,257458317,SC,public,"run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2014-03-18,2018-11-16,ERX426320,Wellcome Sanger Institute,2014-03-18T09:33:59Z,2017-03-08T09:16:55Z,public,Illumina HiSeq 2000,9027053,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259713,BIR908-sc-1771939,ERP001039,SC,2014-05-14T16:50:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259713,BIR908-sc-1771939,Mycobacterium abscessus subsp. abscessus,2008,908,respiratory system,Homo sapiens,1771939,United Kingdom,Diseased,abscessus,BIR908,,,,,,,,,,,,,,,,,,,
ERR459980,WGS,GCA_000069185.1,200,458557400,PRJEB2779,SAMEA2259714,263278706,SC,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2014-03-18,2018-11-16,ERX426321,Wellcome Sanger Institute,2014-03-18T09:33:59Z,2017-03-08T09:16:55Z,public,Illumina HiSeq 2000,9027065,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. bolletii,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259714,BIR909-sc-1771940,ERP001039,SC,2014-05-13T03:05:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259714,BIR909-sc-1771940,Mycobacterium abscessus subsp. bolletii,2008,909,respiratory system,Homo sapiens,1771940,United Kingdom,Diseased,bolletii,BIR909,,,,,,,,,,,,,,,,,,,
ERR459981,WGS,GCA_000069185.1,200,437491000,PRJEB2779,SAMEA2259715,226877196,SC,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2014-03-18,2018-11-16,ERX426322,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2017-03-08T09:16:55Z,public,Illumina HiSeq 2000,9026982,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259715,BIR910-sc-1771941,ERP001039,SC,2014-05-10T13:02:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259715,BIR910-sc-1771941,Mycobacterium abscessus subsp. abscessus,2008,910,respiratory system,Homo sapiens,1771941,United Kingdom,Diseased,abscessus,BIR910,,,,,,,,,,,,,,,,,,,
ERR459982,WGS,GCA_000069185.1,200,420527400,PRJEB2779,SAMEA2259716,250227012,SC,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2014-03-18,2018-11-16,ERX426323,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2017-03-08T09:16:55Z,public,Illumina HiSeq 2000,9026994,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259716,BIR911-sc-1771942,ERP001039,SC,2014-05-10T12:55:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259716,BIR911-sc-1771942,Mycobacterium abscessus subsp. massiliense,2008,911,respiratory system,Homo sapiens,1771942,United Kingdom,Diseased,massiliense,BIR911,,,,,,,,,,,,,,,,,,,
ERR459983,WGS,GCA_000069185.1,200,419277200,PRJEB2779,SAMEA2259717,239985865,SC,public,"sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2014-03-18,2018-11-16,ERX426324,Wellcome Sanger Institute,2014-03-18T09:33:59Z,2017-03-08T09:16:55Z,public,Illumina HiSeq 2000,9027006,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. bolletii,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259717,BIR912-sc-1771943,ERP001039,SC,2014-05-10T12:56:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259717,BIR912-sc-1771943,Mycobacterium abscessus subsp. bolletii,2008,912,respiratory system,Homo sapiens,1771943,United Kingdom,Diseased,bolletii,BIR912,,,,,,,,,,,,,,,,,,,
ERR459984,WGS,GCA_000069185.1,200,410265200,PRJEB2779,SAMEA2259721,224983061,SC,public,"sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2014-03-18,2018-11-16,ERX426325,Wellcome Sanger Institute,2014-03-18T09:33:59Z,2017-03-08T09:16:55Z,public,Illumina HiSeq 2000,9027018,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259721,BIR916-sc-1771947,ERP001039,SC,2014-05-10T12:56:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259721,BIR916-sc-1771947,Mycobacterium abscessus subsp. abscessus,2008,916,respiratory system,Homo sapiens,1771947,United Kingdom,Diseased,abscessus,BIR916,,,,,,,,,,,,,,,,,,,
ERR459985,WGS,GCA_000069185.1,200,467408400,PRJEB2779,SAMEA2259722,254584314,SC,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2014-03-18,2018-11-16,ERX426326,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2017-03-08T09:16:55Z,public,Illumina HiSeq 2000,9027030,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259722,BIR917-sc-1771948,ERP001039,SC,2014-05-10T12:56:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259722,BIR917-sc-1771948,Mycobacterium abscessus subsp. abscessus,2008,917,respiratory system,Homo sapiens,1771948,United Kingdom,Diseased,abscessus,BIR917,,,,,,,,,,,,,,,,,,,
ERR459986,WGS,GCA_000069185.1,200,382641000,PRJEB2779,SAMEA2259723,198829832,SC,public,"run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2014-03-18,2018-11-16,ERX426327,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2017-03-08T09:16:55Z,public,Illumina HiSeq 2000,9027042,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259723,BIR918-sc-1771949,ERP001039,SC,2014-05-10T13:01:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259723,BIR918-sc-1771949,Mycobacterium abscessus subsp. abscessus,2008,918,respiratory system,Homo sapiens,1771949,United Kingdom,Diseased,abscessus,BIR918,,,,,,,,,,,,,,,,,,,
ERR459987,WGS,GCA_000069185.1,200,433582800,PRJEB2779,SAMEA2259725,248381340,SC,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2014-03-18,2018-11-16,ERX426328,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2017-03-08T09:16:55Z,public,Illumina HiSeq 2000,9027054,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. bolletii,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2259725,BIR920-sc-1771951,ERP001039,SC,2014-05-10T16:01:00Z,1,2014-03-18,"2016-10-21,2017-03-08",SAMEA2259725,BIR920-sc-1771951,Mycobacterium abscessus subsp. bolletii,2008,920,respiratory system,Homo sapiens,1771951,United Kingdom,Diseased,bolletii,BIR920,,,,,,,,,,,,,,,,,,,
ERR459988,WGS,GCA_000069185.1,200,432032000,PRJEB2779,SAMEA2266481,246768465,SC,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2014-03-18,2018-11-16,ERX426329,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2018-03-09T10:34:50Z,public,Illumina HiSeq 2000,9027066,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2266481,DIV_CHX_001-sc-1771953,ERP001039,SC,2014-05-10T13:02:00Z,1,2014-03-18,2018-03-09,SAMEA2266481,DIV_CHX_001-sc-1771953,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR459989,WGS,GCA_000069185.1,200,448871200,PRJEB2779,SAMEA2266482,254536587,SC,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2014-03-18,2018-11-16,ERX426330,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2018-03-09T10:32:50Z,public,Illumina HiSeq 2000,9026983,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2266482,DIV_CHX_002-sc-1771954,ERP001039,SC,2014-05-10T12:56:00Z,1,2014-03-18,2018-03-09,SAMEA2266482,DIV_CHX_002-sc-1771954,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR459990,WGS,GCA_000069185.1,200,415861000,PRJEB2779,SAMEA2266483,235916554,SC,public,"run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2014-03-18,2018-11-16,ERX426331,Wellcome Sanger Institute,2014-03-18T09:33:59Z,2018-03-09T10:34:39Z,public,Illumina HiSeq 2000,9026995,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2266483,DIV_CHX_003-sc-1771955,ERP001039,SC,2014-05-10T12:56:00Z,1,2014-03-18,2018-03-09,SAMEA2266483,DIV_CHX_003-sc-1771955,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR459991,WGS,GCA_000069185.1,200,413555800,PRJEB2779,SAMEA2266484,234352481,SC,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2014-03-18,2018-11-16,ERX426332,Wellcome Sanger Institute,2014-03-18T09:33:59Z,2018-03-09T10:34:50Z,public,Illumina HiSeq 2000,9027007,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2266484,DIV_CHX_004-sc-1771956,ERP001039,SC,2014-05-10T13:01:00Z,1,2014-03-18,2018-03-09,SAMEA2266484,DIV_CHX_004-sc-1771956,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR459992,WGS,GCA_000069185.1,200,442025800,PRJEB2779,SAMEA2266485,251772848,SC,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2014-03-18,2018-11-16,ERX426333,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2018-03-09T10:32:50Z,public,Illumina HiSeq 2000,9027019,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2266485,DIV_CHX_005-sc-1771957,ERP001039,SC,2014-05-10T12:56:00Z,1,2014-03-18,2018-03-09,SAMEA2266485,DIV_CHX_005-sc-1771957,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR459993,WGS,GCA_000069185.1,200,403434000,PRJEB2779,SAMEA2266486,229559392,SC,public,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2014-03-18,2018-11-16,ERX426334,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2018-03-09T10:34:39Z,public,Illumina HiSeq 2000,9027031,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2266486,DIV_CHX_006-sc-1771958,ERP001039,SC,2014-05-10T12:56:00Z,1,2014-03-18,2018-03-09,SAMEA2266486,DIV_CHX_006-sc-1771958,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR459994,WGS,GCA_000069185.1,200,447263600,PRJEB2779,SAMEA2266487,254783863,SC,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2014-03-18,2018-11-16,ERX426335,Wellcome Sanger Institute,2014-03-18T09:33:59Z,2018-03-09T10:34:50Z,public,Illumina HiSeq 2000,9027043,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2266487,DIV_CHX_007-sc-1771959,ERP001039,SC,2014-05-10T12:56:00Z,1,2014-03-18,2018-03-09,SAMEA2266487,DIV_CHX_007-sc-1771959,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR459995,WGS,GCA_000069185.1,200,453149000,PRJEB2779,SAMEA2266488,258182661,SC,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2014-03-18,2018-11-16,ERX426336,Wellcome Sanger Institute,2014-03-18T09:33:59Z,2018-03-09T10:32:50Z,public,Illumina HiSeq 2000,9027055,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2266488,DIV_CHX_008-sc-1771960,ERP001039,SC,2014-05-10T12:57:00Z,1,2014-03-18,2018-03-09,SAMEA2266488,DIV_CHX_008-sc-1771960,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR459996,WGS,GCA_000069185.1,200,438448000,PRJEB2779,SAMEA2266489,249316259,SC,public,"run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2014-03-18,2018-11-16,ERX426337,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2018-03-09T10:34:39Z,public,Illumina HiSeq 2000,9027067,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2266489,DIV_CHX_009-sc-1771961,ERP001039,SC,2014-05-10T12:56:00Z,1,2014-03-18,2018-03-09,SAMEA2266489,DIV_CHX_009-sc-1771961,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR459997,WGS,GCA_000069185.1,200,488672600,PRJEB2779,SAMEA2266490,275972928,SC,public,"run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2014-03-18,2018-11-16,ERX426338,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2018-03-09T10:34:50Z,public,Illumina HiSeq 2000,9026984,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2266490,DIV_CHX_010-sc-1771962,ERP001039,SC,2014-05-10T13:02:00Z,1,2014-03-18,2018-03-09,SAMEA2266490,DIV_CHX_010-sc-1771962,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR459998,WGS,GCA_000069185.1,200,478383400,PRJEB2779,SAMEA2266491,295392946,SC,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2014-03-18,2018-11-16,ERX426339,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2018-03-09T10:32:51Z,public,Illumina HiSeq 2000,9026996,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2266491,DIV_CHX_011-sc-1771963,ERP001039,SC,2014-05-10T12:57:00Z,1,2014-03-18,2018-03-09,SAMEA2266491,DIV_CHX_011-sc-1771963,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR459999,WGS,GCA_000069185.1,200,435791200,PRJEB2779,SAMEA2266492,248624251,SC,public,"run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2014-03-18,2018-11-16,ERX426340,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2018-03-09T10:34:39Z,public,Illumina HiSeq 2000,9027008,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2266492,DIV_CHX_012-sc-1771964,ERP001039,SC,2014-05-10T12:56:00Z,1,2014-03-18,2018-03-09,SAMEA2266492,DIV_CHX_012-sc-1771964,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR460000,WGS,GCA_000069185.1,200,425823600,PRJEB2779,SAMEA2266493,242253849,SC,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2014-03-18,2018-11-16,ERX426341,Wellcome Sanger Institute,2014-03-18T09:33:59Z,2018-03-09T10:34:50Z,public,Illumina HiSeq 2000,9027020,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2266493,DIV_CHX_013-sc-1771965,ERP001039,SC,2014-05-10T16:02:00Z,1,2014-03-18,2018-03-09,SAMEA2266493,DIV_CHX_013-sc-1771965,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR460001,WGS,GCA_000069185.1,200,435253600,PRJEB2779,SAMEA2266494,247828201,SC,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2014-03-18,2018-11-16,ERX426342,Wellcome Sanger Institute,2014-03-18T09:34:00Z,2018-03-09T10:32:51Z,public,Illumina HiSeq 2000,9027032,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2014-05-14T00:00:00Z,SAMEA2266494,DIV_CHX_014-sc-1771966,ERP001039,SC,2014-05-10T16:02:00Z,1,2014-03-18,2018-03-09,SAMEA2266494,DIV_CHX_014-sc-1771966,,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
